Title,Authors and Journal,Year,Cited by,Paper URL
Altering the mechanical load environment during growth does not affect adult Achilles tendon properties in an avian bipedal model,"K Katugam, SM Cox, MQ Salzano, A De Boef, MW Hast, T Neuberger, ...",2020.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=20&pagesize=80&citation_for_view=LpnMMsIAAAAJ:8s22W2WWFy4C
Machine learning in anthropology: A regularized deep network for osteological micro-CT image segmentation,"NB Stephens, A Yazdani, V Cherukuri, LJD Demars, V Monga, TM Ryan",2020.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=20&pagesize=80&citation_for_view=LpnMMsIAAAAJ:J3KpcKIlIpsC
"Scaling up, scaling down: Experiments with high resolution computed tomography scanning of microartefacts","E Peacock, TM Ryan",2018.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=20&pagesize=80&citation_for_view=LpnMMsIAAAAJ:V-j82LJCZ3MC
Human transitions: Current perspectives on skeletal development,"JH Gosman, DA Raichlen, TM Ryan",2018.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=20&pagesize=80&citation_for_view=LpnMMsIAAAAJ:oi8PhiKYDwsC
New fossils and the paleobiology of Karanisia clarki from the late Eocene of Egypt,"BA Patel, DM Boyer, BA Perchalski, TM Ryan, EM St Clair, JM Winchester, ...",2017.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=20&pagesize=80&citation_for_view=LpnMMsIAAAAJ:ZM__uENUXnMC
"Reconstructing knee posture in humans, chimpanzees and gorillas: subchondral and trabecular signals","MC Fox, KJ Carlson, T Ryan, ME Kersh, JD Polk",2016.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=20&pagesize=80&citation_for_view=LpnMMsIAAAAJ:aK62MiYD7mUC
Trabecular bone ontogeny tracks neural development and life history among humans and non-human primates,"JPP Saers, AD Gordon, TM Ryan, JT Stock",2022.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:XyWThvt29VcC
Three‐dimensional visualization of cranial soft tissues in embryonic and early postnatal mice using phosphotungstic acid enhanced microCT,"KM Lesciotto, SM Motch Perrine, M Kawasaki, T Stecko, TM Ryan, ...",2019.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:xMZGxf1v-3YC
Variation in the human calcaneus: investigating the relationship between skeletal phenotype and behavior,"LJ Doershuk, NB Stephens, JPP Saers, T Jashashvili, KJ Carlson, ...",2019.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:EVKlETVVbN8C
"Trabecular and Cortical Bone Morphology of the Distal Radius in Humans, Chimpanzees, Cercopithecids, and Anteaters","S Kuo, JP Saers, RS Scott, TM Ryan",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:P_fFXc30I2UC
The impact of walking posture on trabecular structure in the femur of Rattus norvegicus,"AM Campillo, S Kuo, AD Foster, TM Ryan",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:pZYLKkizsIQC
The influence of body size and phylogeny on trabecular microstructure in the proximal femur and humerus of rodents and primates,"KD Peters, S Kuo, TM Ryan",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:aSKcRT6rTsQC
"Trabecular Bone Structural Variation of the Human Distal Tibia, Talus, and Calcaneus","LJ DeMars, S Kuo, JP Saers, JT Stock, TM Ryan",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:AE81f6nWjdQC
Cortical and trabecular bone covariation in the human tibia,"LJD Demars, S Kuo, JPP Saers, T Jashashvili, MR Dowdeswell, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:6jAoOr-ogVAC
Trabecular bone microarchitecture of the radial and femoral distal metaphyses during the period of locomotor behavior development,"A Colombo, S Kuo, G Marchiori, M Maglio, L Martini, M Fini, M Bettuzzi, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:o_fBUN_Or78C
"Trabecular bone growth is linked to brain development, locomotor ontogeny, and body size","JPP Saers, AD Gordon, TM Ryan, JT Stock",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:IaRkJ05COeQC
The impact of walking posture on skeletal structure in the femoral epiphyses of Rattus norvegicus,"AM Campillo, S Kuo, AD Foster, TM Ryan",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:AbS6eEh_b9AC
Morphological Changes in Calcanei of Mice with Hoxa11 and Hoxd11 loss‐of‐function mutations,"S Goldman, A Bhavsar, K Kjosness, S Kistler, E Schuetz, N Stephens, ...",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:z0_F5_TITjQC
"New hominin remains from the Leado Dido'a area of Woranso-Mille, Ethiopia","SM Melillo, L Gibert, BZ Saylor, A Deino, M Alene, TM Ryan, ...",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:FmXltp8y-ZkC
Distinct combinations of cortical and trabecular structure characterize loading history of the tibia: a pQCT study of athletes and controls,"JPP Saers, LJ Doershuk, NB Stephens, T Jashashvili, KJ Carlson, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:7f0ks1Axv_QC
Patterns in and determinants of cortical thickness and rigidity in the humeral diaphysis of Holocene Homo sapiens,"KJ Carlson, MR Dowdeswell, E Cheng, K Tommy, E Zhu, NB Stephens, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:Nb0HLiwjfsIC
An activity based five-day professional development workshop for pre-college educators: incorporating evolution and biological anthropology into middle-and high-school curricula,"LJD Demars, AM Guerra, JM Wisor, M Hernandez, TS Wood, A Cesare, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:9LrdxYebArsC
Variation in cortical and trabecular bone structure in relation to subsistence strategy in a diverse sample of modern humans,"TM Ryan, LJ Demars, NB Stephens, K Peters, JPP Saers, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:QSG1pgF8pGAC
Trabecular bone in the ankle of a rapid-growing avian bipedal model in response to locomotor inactivity,"AM Guerra, NB Stephens, SM Cox, MQ Salzano, SJ Piazza, J Rubenson, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:r5WMYYrv30cC
The first cranium of Australopithecus anamensis,"SM Melillo, A Vazzana, S Benazzi, TM Ryan, BZ Saylor, L Gibert, A Deino, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:f5lEeLvKxmwC
Trabecular bone structural variation in the human postcranial skeleton,"TM Ryan, N Stephens, LJ Doershuk, JPP Saers, T Jashashvili, KJ Carlson, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:EO1llL0aI9sC
Correlations between low resolution pQCT and high resolution mu CT scanning of trabecular bone: what are potential limits of inference from living people?,"JPP Saers, LJ Doershuk, NB Stephens, T Jashashvili, KJ Carlson, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:BDTQWqO089sC
"Intraspecific variability in early Australopithecus afarensis mandibular morphology: new insights from 3.6 Million-year-old hominin juvenile mandibles from Woranso-Mille, Ethiopia","Y Haile-Selassie, TM Ryan",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:7q08wCQPkLwC
Population-specific trabecular variation patterns drive heterogeneity in modern human phenotypic covariance matrices of trabecular and cortical bone properties,"AD Gordon, KJ Carlson, LJ Doershuk, T Jashashvili, JPP Saers, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:5thYEm8kiqcC
Exploring age-related variations during talar growth,"C Figus, NB Stephens, R Sorrentino, E Bortolini, LM Scalise, G Gabanini, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:MStqg_gSLBcC
Patterns in and determinants of cortical thickness and rigidity in the femoral diaphysis of Holocene Homo sapiens,"KJ Carlson, AA Kolawa, KA Tommy, MR Dowdeswell, NB Stephens, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:121WXH0ir18C
Assessing the influence of Hox11 genes on calcaneal trabecular bone formation,"KM Kjosness, TM Ryan, PL Reno",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:-Rb0Dl3RFGgC
"Trabecular patterning in the human skeleton: vertebral, humeral, femoral, and tibial variation","NB Stephens, JPP Saers, LJ Doershuk, T Jashashvili, KJ Carlson, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:OA9cGvo6324C
The ontogeny of bipedalism: insights from trabecular changes during growth,"C Figus, N Stephens, E Bortolini, R Sorrentino, S Arrighi, F Badino, F Lugli, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:rlwtDmSc194C
Exploring age-related variations during calcaneal growth,"G Gabanini, C Figus, R Sorrentino, N Stephens, M Belcastro, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:YiZc1oW-E3oC
Biomechanics/mechanobiology,TM Ryan,2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:HOg0WoviCygC
Linking calcaneal trabecular bone ontogeny and the development of bipedal human gait,"JPP Saers, CN Shaw, TM Ryan, JT Stock",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:rCuJAniQoLoC
Orientation of trabecular bone in the femoral head reflects human-like hip joint loading in fossil hominins,"TM Ryan, KJ Carlson, AD Gordon, N Jablonski, CN Shaw, JT Stock",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:WYtWvJut7doC
Characterizing whole joint trabecular bone structural variation in the human proximal humerus,"LJ Doershuk, JPP Saers, CN Shaw, T Jashashvili, AD Gordon, KJ Carlson, ...",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:R0GtuAMwyXEC
Unravelling morphological changes of the human talus during growth,"C Figus, NB Stephens, R Sorrentino, D Panetta, MG Belcastro, TM Ryan, ...",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:5s9rAH04UEoC
Evolutionary timing and relationships of the talar facets: implication for hominin talus,"R Sorrentino, C Minghetti, W Parr, K Turley, S Wroe, C Shaw, A Su, ...",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:lYbyOjaXH8MC
The shape of the hominin talus: Evolutionary timing and relationships of the talar facets,"R Sorrentino, C Minghetti, W Parr, K Turley, S Wroe, C Shaw, A Su, ...",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:bYbwfsIO_fQC
Ontogenetic Patterning of Human Subchondral Bone Microarchitecture in the Proximal Tibia,"JR Goliath, TM Ryan, JH Gosman",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:yBxuCEhX224C
Trabecular bone structural variation in the hominin femoral head,"TM Ryan, KJ Carlson, LJ Doershuk, AD Gordon, T Jashashvili, CN Shaw, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:6B7w4NK6UsoC
Greater variability in within-section cortical thickness among men relative to women and its effects on the accuracy of periosteally-derived cross-sectional geometry estimates,"AA Macintosh, CN Shaw, TM Ryan, JT Stock",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:B71Od6CY_ssC
Age Related Changes in Trabecular Bone Structure in a Sample of Early Agriculturalists,"DJ Klebeck, T Ryan",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:T0nwzvlCxs8C
Mobility and trabecular bone variation in the human foot,"JPP Saers, CN Shaw, TM Ryan, JT Stock",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:ae0xyBWlIcIC
"Incorporating Spatial Analysis into a Whole-epiphysis Approach to Studying Trabecular Bone Structure in the Distal Femur of Homo, Pan, Pongo, and Papio","SM Sukhdeo, TM Ryan",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:rVBkUn48wTwC
Variation in the trabecular bone structure of the proximal humerus in four human populations,"LJ Doershuk, JPP Saers, JT Stock, CN Shaw, KJ Carlson, T Jashashvili, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:MIUEjqm7qCUC
Are jumping tree animals getting smaller over time because humans catch and eat the larger ones?,"AP Sullivan, LR Godfrey, R Lawler, T Ryan, G Perry",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:WTkkuPxyGkUC
Exploring morphological shape variation in modern human tali,"R Sorrentino, C Minghetti, W Parr, K Turley, S Wroe, C Shaw, J Saers, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:GO5CT2y9xrEC
Analisi della variabilità morfologica dell'astragalo in campioni di popolazioni umane moderne attraverso Morfometria Geometrica,"R Sorrentino, C MINGHETTI, W Parr, K Turley, S Wroe, C Shaw, J Saers, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:0Tn0GYh_KFEC
Evaluating behavioral effects on modern human talar shape through GMM,"R Sorrentino, C Minghetti, W Parr, K Turley, S Wroe, C Shaw, J Saers, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:ZVmBtQ9RJaQC
Evaluating behavioral effects on modern human shape tali through GMM,"R Sorrentino, C Minghetti, W Parr, K Turley, S Wroe, C Shaw, J Saers, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:NRnkAyzcrGMC
Exploring shape variation in modern human tali,"L Fiorenza, R Sorrentino, C Minghetti, W Parr, K Turley, S Wroe, C Shaw, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:JQPmwQThujIC
"Corrigendum to"" Dentognathic remains of Australopithecus afarensis from Nefuraytu (Woranso-Mille, Ethiopia): Comparative description, geology, and paleoecological context""[J …","Y Haile-Selassie, SM Melillo, TM Ryan, NE Levin, BZ Saylor, A Deino, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:LpHykl0McycC
The relationship between patterns of subchondral bone apparent density and trabecular bone structure in the hominoid knee,"SM Sukhdeo, TM Ryan",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:zmHQPunddckC
Trabecular bone structural variation throughout the lower limb in three human populations,"JP Saers, YC Bak, CN Shaw, TM Ryan, JT Stock",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:8xglSJ46CyEC
Patterns in Ontogeny of Epiphyseal and Metaphyseal Trabecular Bone Microstructure in the Human Proximal Tibia,"JR Goliath, JH Gosman, ZR Hubbell, TM Ryan",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:bNB6FdaCRgEC
Radial Maximum Intensity Projection (rMIP): A new method for mapping 3D subchondral bone apparent density on curved joint surfaces,"TM Ryan, LJ Doershuk, SM Sukhdeo",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=LpnMMsIAAAAJ&cstart=100&pagesize=100&citation_for_view=LpnMMsIAAAAJ:s-mE-ZzancgC
The biology of color,"IC Cuthill, WL Allen, K Arbuckle, B Caspers, G Chaplin, ME Hauber, ...",2017.0,585.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NIAvKr8AAAAJ&citation_for_view=NIAvKr8AAAAJ:4hFrxpcac9AC
